id,value
id_0,5.6408689472079985
id_1,17.700473625625694
id_2,21.1884136949168
id_3,6.331659627079009
id_4,26.346413235949388
id_5,22.623126898625816
id_6,25.335019344509302
id_7,31.243127367583202
id_8,16.265270050638744
id_9,58.82099623438417
id_10,9.927085496421338
id_11,8.587341962466251
id_12,64.40975112919776
id_13,52.554355557378685
id_14,21.96322655480265
id_15,11.878844096847992
id_16,32.309553219924695
id_17,67.3549986855332
id_18,0.15007009647074554
id_19,16.966056759370517
id_20,43.38009155359944
id_21,73.26178997689289
id_22,8.870756947973927
id_23,18.057039498056664
id_24,16.048977039118277
id_25,36.51560717754941
id_26,15.372387678521974
id_27,82.4795596674934
id_28,8.317086012455011
id_29,56.66254026766288
id_30,23.81753926091552
id_31,8.88058211549319
id_32,2.442582620769068
id_33,18.392034547888994
id_34,27.531856934264123
id_35,37.35138787836935
id_36,45.127484926867126
id_37,30.313030568717107
id_38,42.76553987098103
id_39,35.06169425590029
id_40,8.796606029398692
id_41,40.320249984743924
id_42,29.907717698941315
id_43,49.06803594817285
id_44,17.79277388596653
id_45,35.56342649117168
id_46,24.504356823582764
id_47,9.403589640151043
id_48,25.875022680495693
id_49,32.58836476099333
id_50,19.136592461227234
id_51,8.419839625981169
id_52,19.95748043594925
id_53,54.416858771142174
id_54,16.37770852206969
id_55,35.942542808620644
id_56,32.87342028151656
id_57,21.042066333007273
id_58,57.806171526728775
id_59,23.073178062926953
id_60,13.677879963923179
id_61,44.09573123576007
id_62,12.098127480296753
id_63,50.61993803154192
id_64,13.53753307479116
id_65,16.052356628861094
id_66,14.126164735363567
id_67,-1.059703174720882
id_68,42.51297425127487
id_69,29.427992928459464
id_70,20.56351141032538
id_71,43.687309510869426
id_72,61.97757619626191
id_73,5.859304309650096
id_74,17.140457679752885
id_75,3.713375482197131
id_76,39.51555730596114
id_77,12.623097634359805
id_78,23.655503522197964
id_79,21.761731542109334
id_80,24.049030999171737
id_81,35.0521152644189
id_82,21.490621124756007
id_83,94.91539368423074
id_84,37.168546312814925
id_85,27.407270045675364
id_86,22.04123379649776
id_87,34.65786671928707
id_88,24.20716255613323
id_89,21.31236799048163
id_90,29.654651178497435
id_91,43.09744283317433
id_92,5.130414014439037
id_93,37.85376033834568
id_94,46.561983793467704
id_95,16.420393151642347
id_96,33.02971031714233
id_97,13.021730418444672
id_98,23.25948939310445
id_99,4.306568109357922
id_100,19.1873931724995
id_101,25.860541837606352
id_102,13.476519718364163
id_103,15.647027711302421
id_104,24.44601764916789
id_105,39.20533520136894
id_106,32.919259883792805
id_107,7.179851240259403
id_108,5.750009620887251
id_109,79.8744056255549
id_110,49.602027129194894
id_111,15.965661765879336
id_112,27.159204496196626
id_113,17.00643009991493
id_114,13.31902908315601
id_115,25.32725160934132
id_116,26.18590809144705
id_117,11.56919280655497
id_118,18.45510315849483
id_119,19.92477072589294
id_120,80.60032344419577
id_121,24.29792015765408
id_122,37.394682351018474
id_123,24.99042262345211
id_124,5.311488120990987
id_125,37.36279020139028
id_126,7.701908116407068
id_127,22.999392553624933
id_128,28.591398551042747
id_129,63.61653763751494
id_130,21.26552551514155
id_131,22.764733938937486
id_132,59.03994229007877
id_133,15.163085943256242
id_134,13.925121740873418
id_135,3.40320973131319
id_136,12.955947206929409
id_137,57.86581432998608
id_138,21.267116218677803
id_139,5.811779193626524
id_140,28.293025447056014
id_141,25.53368623770893
id_142,45.40385598088382
id_143,31.50730153977457
id_144,19.10480288402681
id_145,28.184957127851536
id_146,11.336090109054798
id_147,51.18841130611089
id_148,24.569566593268828
id_149,39.99119869960556
id_150,10.664655711945805
id_151,7.744598815407276
id_152,24.007123502587664
id_153,7.352927399836208
id_154,16.354070222558782
id_155,40.488250786573516
id_156,9.283885288051028
id_157,37.43869396550025
id_158,9.31560152613692
id_159,18.91703617811895
id_160,41.63480383695885
id_161,18.232558103815897
id_162,15.497320721168169
id_163,7.622315990153652
id_164,51.19324964086309
id_165,31.105090779081376
id_166,-1.4331310561897777
id_167,16.590043524960198
id_168,63.24725239266496
id_169,13.743611912330106
id_170,65.29370752563042
id_171,38.342784261793
id_172,25.014205667328643
id_173,19.691266417100326
id_174,60.234343874219306
id_175,27.472671855590395
id_176,20.808935815488542
id_177,38.31840682579032
id_178,12.534859682590781
id_179,31.310260152432196
id_180,16.864997362963205
id_181,12.760277495442228
id_182,56.71614973135274
id_183,47.55718492977218
id_184,15.756134262487176
id_185,36.14472007119623
id_186,25.959607998361808
id_187,73.4789094919464
id_188,9.184850561502945
id_189,57.75360233827571
id_190,39.108297129948525
id_191,16.15203674751952
id_192,31.021123769032943
id_193,0.6445187537038066
id_194,19.758135284438453
id_195,1.0567541411005354
id_196,33.730361941547386
id_197,11.35311141258483
id_198,19.879120481002037
id_199,61.030418364902616
id_200,23.943991171763944
id_201,27.52923251792245
id_202,66.85315709417705
id_203,12.157946668066636
id_204,10.672615761164518
id_205,11.62589665571424
id_206,7.670936241042053
id_207,2.2716187819761213
id_208,125.11961712436215
id_209,20.53782553206018
id_210,14.546750105701317
id_211,13.69876241508938
id_212,36.63572101264485
id_213,36.01487264808813
id_214,17.99800144326225
id_215,36.15174954507219
id_216,79.6943215465021
id_217,1.0259913437972799
id_218,11.926345488022744
id_219,31.876794612941783
id_220,14.663752818468687
id_221,11.714437654651324
id_222,112.84773270869735
id_223,12.35392278211328
id_224,16.840710202921148
id_225,65.75304763039769
id_226,16.3879318670161
id_227,19.85838437018452
id_228,10.601731765260457
id_229,10.102143983758236
id_230,46.93352697053895
id_231,13.923702562874801
id_232,55.10613420321258
id_233,42.78233968255549
id_234,25.063099623647357
id_235,41.92039584818043
id_236,68.34358552780844
id_237,44.72897753939422
id_238,10.422150102213138
id_239,17.88879287114176
