id,value
id_0,5.416876382258934
id_1,16.6545287903518
id_2,22.851530043125194
id_3,6.337306975920384
id_4,27.08799683577072
id_5,22.031883559414236
id_6,25.064961714233917
id_7,30.035397547649648
id_8,16.353876777994085
id_9,60.0612921606091
id_10,9.765225083162056
id_11,11.079423526925085
id_12,64.71009402865481
id_13,54.36322426887258
id_14,24.707141959874924
id_15,14.720962401257538
id_16,31.745617152902213
id_17,65.97077064173895
id_18,2.7309642770745173
id_19,19.355439849682693
id_20,41.285356660443234
id_21,71.242367426127
id_22,9.066559767878672
id_23,18.454371546371217
id_24,14.989359180865288
id_25,39.78166696368648
id_26,15.861443747562115
id_27,77.03117376225543
id_28,8.32467985686947
id_29,52.92833925363289
id_30,22.257913357564615
id_31,10.933390145269035
id_32,0.21040113972872443
id_33,17.739045802592535
id_34,28.01427667961729
id_35,38.29913400912323
id_36,43.022667726472704
id_37,32.00588923775798
id_38,38.94873301569988
id_39,36.18995026036287
id_40,6.991527119232799
id_41,39.830440160459794
id_42,33.348233416647794
id_43,48.932102674255155
id_44,17.014972884774117
id_45,37.40835523330281
id_46,24.906820844248514
id_47,12.947901510263618
id_48,28.21419125819355
id_49,33.299063149301695
id_50,16.217262251284538
id_51,5.5919447434827365
id_52,25.46417892498055
id_53,49.41827889190804
id_54,15.023769765573471
id_55,35.659851816680984
id_56,36.35492184491041
id_57,20.690747703218065
id_58,60.83046322257177
id_59,22.741804259264704
id_60,11.302528269758382
id_61,43.49682125017986
id_62,15.706643136826594
id_63,51.124516883325434
id_64,13.672350732098366
id_65,18.206161254895214
id_66,13.744080425449479
id_67,1.9218191575340244
id_68,43.24127378123965
id_69,28.7397771737213
id_70,21.41609875265803
id_71,42.55448137765613
id_72,63.0352943911801
id_73,5.7136048082060045
id_74,15.583486718533118
id_75,3.267504143602033
id_76,38.28076280819109
id_77,13.390090773385626
id_78,22.625855548016816
id_79,19.59514780565476
id_80,20.645852439349536
id_81,27.369846186027484
id_82,19.11888951438823
id_83,94.02496276535905
id_84,35.91014544609935
id_85,29.007783082043424
