id,value
id_0,3.5089480531435195
id_1,15.279073095059417
id_2,23.9002952236205
id_3,6.192149937356509
id_4,26.32500022329386
id_5,21.349218158258257
id_6,24.844953102401508
id_7,30.042577417472597
id_8,15.36564263726536
id_9,60.52713541728535
id_10,13.037562026527558
id_11,12.75592262358976
id_12,65.31718673343323
id_13,54.69562874797422
id_14,25.999483213542696
id_15,14.875889551409072
id_16,30.18419829350785
id_17,66.82795845938944
id_18,1.410210182987345
id_19,20.81000749037867
id_20,41.18617061198169
id_21,68.93434835393411
id_22,9.7421620448826
id_23,19.81632846133306
id_24,13.86564015341805
id_25,41.30083689875221
id_26,15.839460694610915
id_27,77.65699093424644
id_28,8.167948351054218
id_29,52.11532966474217
id_30,21.347499929049015
id_31,9.825005564287103
id_32,0.4037786854128662
id_33,18.55672743548326
id_34,29.053699765869194
id_35,40.20479778527194
id_36,43.50399599797767
id_37,30.586765269736606
id_38,40.08449563280319
id_39,34.55585676251069
id_40,6.801903991487261
id_41,37.841852892807566
id_42,33.983379082658324
id_43,48.416874895391814
id_44,16.338724751952125
id_45,39.31639446674378
id_46,26.557988254480197
id_47,13.25872682272334
id_48,27.65690620430217
id_49,34.33087514039298
id_50,16.740816291071585
id_51,6.7305668584075615
id_52,24.823456693542024
id_53,50.47269929976547
id_54,14.911526360478955
id_55,35.38602152465885
id_56,37.97017957357128
id_57,21.48007591580696
id_58,61.4433897737598
id_59,20.893192038575062
id_60,11.435370181423929
id_61,43.103536130218515
id_62,16.478540272320643
id_63,49.90935976316803
id_64,14.268995228487848
id_65,17.865761235338194
id_66,12.686709817478343
id_67,2.8885920974915673
id_68,42.30871936731331
id_69,31.509865436429944
id_70,21.96767705829308
id_71,40.489387571228484
id_72,59.44969083731164
id_73,6.533266776863686
id_74,16.300322863981272
id_75,7.697457181620406
id_76,36.512829930689996
id_77,14.259918957069694
id_78,24.16957531281255
id_79,19.005268905514612
id_80,19.587726772980172
id_81,30.06448269878457
id_82,20.203430016123203
id_83,92.98141346464354
id_84,34.79534392713654
id_85,27.52016046799566
id_86,22.263807725154656
id_87,35.64022304201059
id_88,23.397906143786667
id_89,21.67026334182164
id_90,30.866573014245745
id_91,40.64571141104093
id_92,3.409180526386767
id_93,37.33462513476476
id_94,45.006572266976974
id_95,16.012202291134045
id_96,26.69339988529526
id_97,15.82344936388059
id_98,25.58356949485612
id_99,2.489981527854797
id_100,18.211459560615847
id_101,29.92730857636604
id_102,18.22587879394502
id_103,17.88812695087029
id_104,20.807807097680275
id_105,42.276768345503406
id_106,25.609065498207215
id_107,8.650216277474854
id_108,9.741916329981564
id_109,78.18063531178281
id_110,47.36044145663177
id_111,16.906741749793202
id_112,27.842360424756567
id_113,17.068560085359024
id_114,12.732609559190786
id_115,26.724647719112102
id_116,28.271266492938107
id_117,6.770533466523041
id_118,17.00989394233818
id_119,18.775112420527346
id_120,71.06583855321594
id_121,23.82898997856768
id_122,35.36040653707457
